id	Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
line96	GOTERM_BP_FAT	GO:0032269~negative regulation of cellular protein metabolic process	59	6.420021763	0.025126195	CAST, CNOT2, SYNCRIP, TNFSF14, ZNF675, LRRC15, WNT1, CDKN2A, SPINT2, TARDBP, CDK5RAP3, PSMD5, NR2F2, MT3, VIL1, PRKCD, PKIA, CDK5, WFDC13, EIF4A3, PDCL3, ARRB2, CPAMD8, PSME2, PSMA3, BUB1B, SERPINB4, SUSD4, WFDC2, CAV3, CAV1, USP4, PSMA7, TRIB1, LIF, PSMB6, N4BP1, LRRTM3, TAF9, HRG, RTN4RL2, THBS1, CRIM1, FETUB, TAF7, BIRC7, EPRS, ILF3, CORO1C, SFRP1, TSC1, CD300A, RASSF2, USP47, PTPN1, DUSP8, EIF4E2, DNAJB6, ADAR	754	992	16650	1.313358325	1	0.866883587	39.04805533
line97	GOTERM_BP_FAT	GO:0051129~negative regulation of cellular component organization	40	4.352557127	0.02543568	CAV3, CAV1, NRP1, WNT3A, TERF2IP, LRRC15, SDHAF2, ITM2C, LIF, HSF1, VPS13C, MEFV, SEMA3G, HRG, ROBO2, THBS1, MT3, TERF1, HPN, TMC8, MAK, VIL1, TAF7, ADIPOR1, LYPLA1, TMSB10, DGUOK, NRXN1, PRKCD, CDK5, HNRNPU, CORO1C, PPP1R9A, SFRP1, ARRB2, CD300A, BUB1B, MAPRE1, SYNGAP1, DNAJB6	754	624	16650	1.415527443	1	0.866792572	39.42341197
line98	GOTERM_BP_FAT	GO:0040013~negative regulation of locomotion	20	2.176278564	0.025605246	GPR173, NRP1, SP100, WNT3A, PADI2, ADIPOR1, TRIB1, ACVR1C, HDAC5, CORO1C, SFRP1, SPINT2, CD300A, SEMA3G, SRGAP3, ROBO2, HRG, THBS1, NR2F2, ANGPT4	754	258	16650	1.711800629	1	0.86521763	39.62813889
line99	GOTERM_BP_FAT	GO:0051271~negative regulation of cellular component movement	20	2.176278564	0.026476204	GPR173, NRP1, SP100, PKHD1, WNT3A, PADI2, ADIPOR1, TRIB1, ACVR1C, HDAC5, CORO1C, SFRP1, SPINT2, CD300A, SEMA3G, SRGAP3, HRG, THBS1, NR2F2, ANGPT4	754	259	16650	1.70519136	1	0.87095455	40.66939416
line100	GOTERM_BP_FAT	GO:0097623~potassium ion export across plasma membrane	3	0.326441785	0.027137351	KCND3, KCNH2, KCNIP2	754	6	16650	11.04111406	1	0.874296427	41.44841584
line101	GOTERM_BP_FAT	GO:0090175~regulation of establishment of planar polarity	11	1.19695321	0.027235507	GPC4, WNT1, PSMB6, SFRP1, ARRB2, PSME2, RSPO3, PSMA3, WNT9B, PSMD5, PSMA7	754	110	16650	2.208222812	1	0.872080835	41.56324042
line102	GOTERM_BP_FAT	GO:0031638~zymogen activation	6	0.652883569	0.027248258	F11, HPN, FGA, KLKB1, ASPH, THBS1	754	38	16650	3.486667597	1	0.869037056	41.5781417
line103	GOTERM_BP_FAT	GO:0030534~adult behavior	13	1.414581066	0.02756923	DMBX1, NTF4, BRS3, NRXN1, DBH, NTSR1, CDK5, HOXD10, HOXD9, ARRB2, TSC1, GRM7, CNTN2	754	142	16650	2.021612433	1	0.869047831	41.95204255
line104	GOTERM_BP_FAT	GO:0042730~fibrinolysis	5	0.544069641	0.028089636	F11, FGA, KLKB1, HRG, THBS1	754	26	16650	4.24658233	1	0.870976132	42.55344577
line105	GOTERM_BP_FAT	GO:0060706~cell differentiation involved in embryonic placenta development	5	0.544069641	0.028089636	LIF, HAND1, SPINT2, NR2F2, DNAJB6	754	26	16650	4.24658233	1	0.870976132	42.55344577
line106	GOTERM_MF_FAT	GO:0022853~active ion transmembrane transporter activity	11	1.19695321	0.028382354	FXYD2, SLC5A5, SLC17A3, ATP1B2, SLC17A2, ATP5F1, ABCC11, SLC13A4, ATP6V1G3, ATP6V1G1, ATP5G3	706	110	15478	2.192351275	1	0.955168153	37.49062853
line107	GOTERM_BP_FAT	GO:0009892~negative regulation of metabolic process	134	14.58106638	0.028768502	CAST, NCBP2, CNOT2, TNFSF14, SYNCRIP, ZNF254, CBX5, WNT1, PGP, CDKN2A, CTGF, TARDBP, OLIG2, TWIST2, RELA, PKIA, HNRNPU, WFDC13, HOXD9, ARRB2, SIX1, PSMA3, ZNF431, WFDC2, CAV3, EID2, CAV1, TNRC18, MST1, PSMA7, CCL4, LIF, MEIS2, PSMB6, FGA, TDRKH, TAF9, DMBX1, AEBP2, ESRRA, PCIF1, RFX5, GRXCR1, TAF7, CIDEA, EPRS, TSN, FOXP2, CORO1C, HDAC5, SFRP1, TSC1, CD300A, LTB4R2, PTPN1, EIF4E2, DNAJB6, ADAR, HIST4H4, NIF3L1, TSG101, UBE2G2, ZNF12, ZNF675, TERF2IP, LRRC15, SSX4B, CDC45, HSF1, DYNLL1, SPINT2, POU4F2, CDK5RAP3, NOS2, PSMD5, NR2F2, MT3, NFX1, ZNF281, APCS, RBBP4, SP100, ARID5B, VIL1, SF1, UBE2I, INHA, CDK5, PRKCD, MXD3, PURB, EIF4A3, PDCL3, PSME2, CPAMD8, GRM7, PFDN5, TXN, BUB1B, SUSD4, SERPINB4, CUX2, LIMS1, USP2, USP4, GLIS1, TRIM13, POU1F1, ITM2C, TRIB1, PRDM13, UGT1A9, ANKRD33, N4BP1, HAND1, LRRTM3, MEG3, RTN4RL2, HRG, CC2D1B, THBS1, FOXD1, CRIM1, TERF1, FETUB, BIRC7, SIRT5, ILF3, SOD1, SMC3, RASSF2, USP47, DUSP8, VLDLR	754	2522	16650	1.173282541	1	0.874300661	43.32909203
line108	GOTERM_MF_FAT	GO:0015293~symporter activity	13	1.414581066	0.028866301	SLC16A13, SLC45A2, SLC5A5, SLC2A10, SLC5A4, SLC17A3, SLC24A4, SLC17A2, SLC25A3, SLC13A4, SLC6A17, SLC28A2, SLC5A12	706	142	15478	2.007082153	1	0.945828148	37.99676654
line109	GOTERM_BP_FAT	GO:0071901~negative regulation of protein serine/threonine kinase activity	12	1.305767138	0.029057409	CAV3, CAV1, CDKN2A, SFRP1, CD300A, ZNF675, CDK5RAP3, PTPN1, NR2F2, PRKCD, PKIA, DUSP8	754	127	16650	2.086509743	1	0.87396459	43.65616252
line110	GOTERM_BP_FAT	GO:0090288~negative regulation of cellular response to growth factor stimulus	12	1.305767138	0.029057409	WNT1, CAV1, EID2, SFRP1, HTRA1, MEG3, VWC2, CIDEA, HRG, PTPN1, THBS1, PDCD6	754	127	16650	2.086509743	1	0.87396459	43.65616252
line111	GOTERM_BP_FAT	GO:0099565~chemical synaptic transmission, postsynaptic	8	0.870511425	0.02906091	EIF4A3, PPP1R9A, ARRB2, NPAS4, CUX2, NRXN1, NTSR1, CDK5	754	66	16650	2.676633711	1	0.87102943	43.66011605
line112	GOTERM_BP_FAT	GO:1903391~regulation of adherens junction organization	7	0.761697497	0.029167593	CORO1C, LIMS1, TSC1, SLK, SFRP1, HRG, THBS1	754	52	16650	2.972607631	1	0.869052662	43.78043018
line113	GOTERM_MF_FAT	GO:0001078~transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding	11	1.19695321	0.029973744	ZNF281, AEBP2, ESRRA, HAND1, HSF1, RELA, POU4F2, CC2D1B, CUX2, FOXP2, NFX1	706	111	15478	2.172600362	1	0.939963298	39.14055158
line114	GOTERM_BP_FAT	GO:0010596~negative regulation of endothelial cell migration	6	0.652883569	0.030131673	HDAC5, SP100, HRG, THBS1, NR2F2, ANGPT4	754	39	16650	3.397265864	1	0.874832694	44.856697
line115	GOTERM_BP_FAT	GO:0007600~sensory perception	57	6.202393906	0.030260106	SLC45A2, OR5H1, TAS2R4, OR1A2, HOXD1, CRYGA, HMCN1, SLC24A4, IAPP, POU4F2, MGLL, OR2S2, TRPM5, BARHL1, PIGR, NTSR1, GRM1, OR51G1, OR1D2, CDK5, SIX6, OR1S2, OR2W1, TAS2R16, LHFPL5, ARRB2, OR52K2, OR2H1, OTOF, GRM7, SIX1, OAT, PTAFR, BBS5, OR1C1, RTP1, NDUFB9, OR1L3, OR5A1, ATP6V1B1, GJC3, OR56B1, IMPG2, LPO, HPN, OR5P2, GRXCR1, TMC1, GJB6, SOD1, VSX1, OR2F1, P2RX2, MYH14, OR8D2, OR51A7, RHO	754	961	16650	1.309767953	1	0.873107279	44.9985904
line116	GOTERM_BP_FAT	GO:0061041~regulation of wound healing	12	1.305767138	0.030546222	F11, CAV1, APCS, FGA, STX2, KLKB1, VIL1, HRG, STAB2, THBS1, PRKCD, MYLK	754	128	16650	2.070208886	1	0.872778737	45.31344992
line117	GOTERM_BP_FAT	GO:0009605~response to external stimulus	112	12.18715996	0.031243264	WNT3A, TLR1, TNFSF14, GRIN3A, BTK, HTRA1, RNASE7, ROBO2, F11, CYP1A1, RELA, KIF5C, DEFB105B, NTSR1, OR1D2, CCR8, LHFPL5, SSTR3, UNC13D, RELT, ARRB2, VAMP2, CAV3, CAV1, FGR, PFKFB1, MST1, GAST, DEFB4A, OAS2, CCL4, MEIS2, FGA, FOLR2, FOLR1, KLKB1, HLA-DRB4, DEFB1, PRB3, LPO, FOXP2, HDAC5, ITGA9, TBC1D23, ABCG5, TSC1, SFRP1, EPHA8, CXCL16, LTB4R2, AVPR1A, PPP2R3C, ADAR, RHO, NRP1, METAP2, LY86, ACVR1C, HSF1, SEMA3G, NMUR2, POU4F2, GNPAT, MGLL, NOS2, NT5E, MT3, APCS, STX2, RALBP1, VIL1, PRG2, PADI2, CDK6, NRXN1, INHA, PRKCD, CDK5, CNTN2, WNT9B, PLA2G6, SUSD4, PYY2, EPYC, PTAFR, PKDREJ, TPH2, OTUD5, C9, USP2, DNAH1, GLRX2, TRIB1, TNFRSF1A, MEFV, OXCT1, BCL11B, MEG3, HRG, CD4, C2, THBS1, FOXD1, USP33, HPN, DPYSL5, SIRT5, ILF3, TMC1, STAB2, GJB6, SOD1	754	2073	16650	1.193058152	1	0.875964639	46.07337761
line118	GOTERM_BP_FAT	GO:0030901~midbrain development	10	1.088139282	0.031341824	ACTB, WNT1, DYNLL1, WNT3A, BARHL1, ATP5F1, WNT9B, PADI2, WLS, ATP5J	754	97	16650	2.276518363	1	0.874045926	46.18001717
line119	GOTERM_BP_FAT	GO:0060538~skeletal muscle organ development	15	1.632208923	0.031490592	CAV1, USP2, WNT3A, ELN, MYLPF, CDK5, HOXD10, FOXP2, HOXD9, ANKRD33, SIX1, P2RX2, MEG3, MYH14, NR2F2	754	178	16650	1.86086192	1	0.872564568	46.34060249
line120	GOTERM_BP_FAT	GO:0006813~potassium ion transport	17	1.849836779	0.031527374	CAV3, FXYD2, KCND3, HPN, CAV1, TRPM5, ATP1B2, KCNIP2, KCNJ11, KCNJ13, KCNQ3, KCNK9, TSC1, SLC24A4, VAMP2, MTMR6, KCNH2	754	212	16650	1.770744707	1	0.870143715	46.38023663
line121	GOTERM_BP_FAT	GO:1901890~positive regulation of cell junction assembly	5	0.544069641	0.031830717	CAV1, LIMS1, TSC1, SFRP1, HRG	754	27	16650	4.089301503	1	0.870004476	46.70603958
line122	GOTERM_BP_FAT	GO:0010644~cell communication by electrical coupling	5	0.544069641	0.031830717	CAV1, ATP1B2, GJC3, DBN1, HRC	754	27	16650	4.089301503	1	0.870004476	46.70603958
line123	KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	21	2.285092492	0.032026934	CSH1, RXFP3, BRS3, GRIN3A, NTSR1, GRM1, VIPR2, CRHR1, HCRTR1, CHRM5, SSTR3, P2RX1, NMUR2, GRM7, P2RX2, LTB4R2, AVPR1A, MC5R, PTAFR, TAAR2, MTNR1A	322	277	6910	1.626903155	0.999717068	0.934351138	34.50094384
line124	GOTERM_BP_FAT	GO:0010605~negative regulation of macromolecule metabolic process	124	13.49292709	0.032129169	CAST, NCBP2, CNOT2, TNFSF14, SYNCRIP, ZNF254, CBX5, WNT1, CDKN2A, CTGF, TARDBP, OLIG2, TWIST2, RELA, PKIA, HNRNPU, WFDC13, HOXD9, ARRB2, SIX1, PSMA3, ZNF431, WFDC2, CAV3, CAV1, EID2, TNRC18, PSMA7, CCL4, LIF, MEIS2, PSMB6, FGA, TDRKH, TAF9, DMBX1, AEBP2, ESRRA, RFX5, TAF7, EPRS, TSN, FOXP2, CORO1C, HDAC5, TSC1, SFRP1, CD300A, PTPN1, EIF4E2, DNAJB6, ADAR, HIST4H4, NIF3L1, TSG101, UBE2G2, ZNF12, ZNF675, TERF2IP, LRRC15, SSX4B, CDC45, HSF1, SPINT2, POU4F2, CDK5RAP3, NOS2, PSMD5, NR2F2, MT3, NFX1, ZNF281, APCS, RBBP4, SP100, ARID5B, VIL1, SF1, UBE2I, INHA, CDK5, PRKCD, MXD3, PURB, EIF4A3, PDCL3, PSME2, CPAMD8, PFDN5, TXN, BUB1B, SUSD4, SERPINB4, CUX2, LIMS1, USP2, USP4, GLIS1, TRIM13, POU1F1, ITM2C, TRIB1, PRDM13, ANKRD33, N4BP1, HAND1, LRRTM3, MEG3, RTN4RL2, HRG, CC2D1B, THBS1, FOXD1, CRIM1, TERF1, FETUB, BIRC7, SIRT5, ILF3, SMC3, RASSF2, USP47, DUSP8, VLDLR	754	2326	16650	1.177212505	1	0.869827643	47.0247564
line125	GOTERM_BP_FAT	GO:0043270~positive regulation of ion transport	17	1.849836779	0.032721569	CAV1, ATP1B2, WNT3A, NTSR1, KCNJ11, CCL4, CD19, P2RX1, ARRB2, P2RX2, AVPR1A, PLA2G6, CD4, ASPH, KCNH2, MYLK, PTAFR	754	213	16650	1.762431352	1	0.872080001	47.65203085
line126	GOTERM_BP_FAT	GO:1904062~regulation of cation transmembrane transport	17	1.849836779	0.032721569	CAV3, FXYD2, JPH3, CAV1, ATP1B2, WNT3A, NTSR1, KCNIP2, KCNJ11, CRHR1, CD19, PLA2G6, VAMP2, ASPH, KCNH2, AHNAK, HRC	754	213	16650	1.762431352	1	0.872080001	47.65203085
line127	GOTERM_BP_FAT	GO:0006468~protein phosphorylation	101	10.99020675	0.032995589	MEF2B, ATP6AP2, WNT3A, BMP15, BTK, WNT1, CDKN2A, CLK3, DIRAS3, CTGF, TARDBP, MADD, PKIA, ARRB2, RELT, PSMA3, TESK2, NEK6, CAV3, FGD2, CAV1, FGR, PKHD1, MST1, EPHA10, TRPT1, PSMA7, CCL4, UHMK1, LIF, HCRTR1, RASAL1, PSMB6, FGA, KLB, TAF7, CORO1C, TSC1, SFRP1, EPHA8, CD300A, DYRK1B, PTPN1, SYNGAP1, MYLK, PPP2R3C, ADAR, RHO, NRP1, TSG101, ZNF675, TERF2IP, LRRC15, ACVR1C, SLK, HSF1, POU4F2, CDK5RAP3, PSMD5, NR2F2, CDK15, MT3, ANGPT4, TRPM6, CDK6, DGUOK, INHA, GRM1, PRKCD, CDK5, PDCL3, INHBE, PSME2, TXN, PLA2G6, BUB1B, KCNH2, KSR1, SNX15, ABI3, BRSK2, TRIB1, TNFRSF1A, LRRTM3, RTN4RL2, HRG, CD4, THBS1, HRC, ERCC2, MAK, FLT3, BIRC7, ILF3, SOD1, CDKN3, PPP1R9A, RASSF2, DUSP8, TSSK6, VLDLR	754	1852	16650	1.20426838	1	0.871693013	47.93979356
line128	GOTERM_BP_FAT	GO:0060218~hematopoietic stem cell differentiation	4	0.435255713	0.033219355	SFRP1, MEOX1, CDK6, ERCC2	754	16	16650	5.520557029	1	0.870907097	48.17366818
line129	GOTERM_BP_FAT	GO:0030277~maintenance of gastrointestinal epithelium	4	0.435255713	0.033219355	TFF1, MUC6, MUC13, MUC4	754	16	16650	5.520557029	1	0.870907097	48.17366818
line130	GOTERM_BP_FAT	GO:0034248~regulation of cellular amide metabolic process	26	2.829162133	0.033590668	NCBP2, RBM3, CNOT2, SYNCRIP, MTIF2, UHMK1, YBX2, TNFRSF1A, MPV17L2, EIF3H, LRRTM3, TMED10, THBS1, ACO1, PAIP1, EPRS, ILF3, PRKCD, EIF4A3, TSC1, POLDIP3, PLA2G6, ZNF385A, PTAFR, EIF4E2, ADAR	754	374	16650	1.535128158	1	0.871316509	48.55955724
line131	GOTERM_BP_FAT	GO:0060078~regulation of postsynaptic membrane potential	9	0.979325354	0.033809299	EIF4A3, PPP1R9A, SCN3A, NPAS4, CUX2, NRXN1, NTSR1, CDK5, SCN4A	754	83	16650	2.39445847	1	0.870507335	48.78549384
line132	GOTERM_BP_FAT	GO:0050922~negative regulation of chemotaxis	7	0.761697497	0.03433028	NRP1, SEMA3G, WNT3A, PADI2, ROBO2, HRG, THBS1	754	54	16650	2.862511052	1	0.872088064	49.32009626
line133	KEGG_PATHWAY	hsa00630:Glyoxylate and dicarboxylate metabolism	5	0.544069641	0.034472187	PGP, ACO2, ACO1, MDH2, AFMID	322	27	6910	3.974005061	0.999850045	0.889340048	36.61949288
line134	GOTERM_BP_FAT	GO:0032102~negative regulation of response to external stimulus	20	2.176278564	0.034489984	F11, NRP1, APCS, WNT3A, PADI2, NRXN1, GRIN3A, PRKCD, TRIB1, TNFRSF1A, FGA, MEFV, SEMA3G, HTRA1, KLKB1, HLA-DRB4, ROBO2, HRG, THBS1, NT5E	754	267	16650	1.654099484	1	0.870834093	49.48291383
line135	GOTERM_MF_FAT	GO:0004872~receptor activity	93	10.11969532	0.03506203	OR5H1, JPH3, NRP1, TAS2R4, OR1A2, ATP6AP2, GPR161, TLR1, GRIN3A, LGR6, VIPR2, KCNJ11, ACVR1C, KCNJ13, GPC4, VN1R2, GPR45, NMUR2, MC5R, MAS1L, ROBO2, NR2F2, TMPRSS13, TAAR2, GPR173, OR2S2, GPR176, ZP2, GPR171, RXFP3, CDHR3, ADIPOR1, PIGR, NRXN1, NTSR1, GRM1, OR51G1, OR1D2, OR1S2, OR2W1, CRHR1, TAS2R16, CCR8, CHRM5, SSTR3, RELT, OR52K2, OR2H1, GRM7, KCNH2, PTAFR, KLRC1, OR1C1, GPRC5C, PKHD1, EPHA10, OR1L3, OR5A1, GPR142, HCRTR1, TNFRSF1A, LGALS3BP, FOLR2, FOLR1, OR56B1, FCN1, HLA-DRB4, RTN4RL2, CD4, HLA-DOA, IL1RAPL2, CRIM1, HPN, ESRRA, OR5P2, FLT3, BRS3, STAB2, OR2F1, P2RX1, SFRP1, EPHA8, CD300A, CD209, CXCL16, P2RX2, LTB4R2, AVPR1A, OR8D2, OR51A7, VLDLR, MTNR1A, RHO	706	1680	15478	1.213623027	1	0.953993992	44.14586747
line136	GOTERM_MF_FAT	GO:0060089~molecular transducer activity	93	10.11969532	0.03506203	OR5H1, JPH3, NRP1, TAS2R4, OR1A2, ATP6AP2, GPR161, TLR1, GRIN3A, LGR6, VIPR2, KCNJ11, ACVR1C, KCNJ13, GPC4, VN1R2, GPR45, NMUR2, MC5R, MAS1L, ROBO2, NR2F2, TMPRSS13, TAAR2, GPR173, OR2S2, GPR176, ZP2, GPR171, RXFP3, CDHR3, ADIPOR1, PIGR, NRXN1, NTSR1, GRM1, OR51G1, OR1D2, OR1S2, OR2W1, CRHR1, TAS2R16, CCR8, CHRM5, SSTR3, RELT, OR52K2, OR2H1, GRM7, KCNH2, PTAFR, KLRC1, OR1C1, GPRC5C, PKHD1, EPHA10, OR1L3, OR5A1, GPR142, HCRTR1, TNFRSF1A, LGALS3BP, FOLR2, FOLR1, OR56B1, FCN1, HLA-DRB4, RTN4RL2, CD4, HLA-DOA, IL1RAPL2, CRIM1, HPN, ESRRA, OR5P2, FLT3, BRS3, STAB2, OR2F1, P2RX1, SFRP1, EPHA8, CD300A, CD209, CXCL16, P2RX2, LTB4R2, AVPR1A, OR8D2, OR51A7, VLDLR, MTNR1A, RHO	706	1680	15478	1.213623027	1	0.953993992	44.14586747
line137	GOTERM_CC_FAT	GO:0005796~Golgi lumen	10	1.088139282	0.035073518	GPC4, WNT1, WNT3A, MMP16, DEFB4A, DEFB1, MUC6, MUC13, MUC12, MUC4	679	96	14527	2.228614384	1	0.995540105	41.96734151
line138	GOTERM_BP_FAT	GO:1901617~organic hydroxy compound biosynthetic process	14	1.523394995	0.035329155	SLC45A2, CNBP, CYP51A1, DBH, NTSR1, POU1F1, SOD1, PGP, HDC, NPC1L1, IDI2, IDI1, PTAFR, TPH2	754	164	16650	1.885068254	1	0.874789542	50.33031858
line139	GOTERM_BP_FAT	GO:0043604~amide biosynthetic process	45	4.896626768	0.035497823	NCBP2, MRPL41, GGCT, RBM3, RPLP0P6, CNOT2, SYNCRIP, ST8SIA3, ST8SIA2, MTIF2, UHMK1, YBX2, ST6GALNAC5, TNFRSF1A, MPV17L2, EIF3H, NMRAL1, SLC25A3, MRPL37, THBS1, MRPL35, MARS, MRPS26, MRPS22, PAIP1, EPRS, ILF3, SSB, PRKCD, RSL1D1, TARS, EIF4A3, TSC1, MRPL28, P2RX1, POLDIP3, TSFM, MRPL49, PLA2G6, AARS2, ZNF385A, TRMT112, EIF4E2, PTAFR, ADAR	754	736	16650	1.35013623	1	0.873628372	50.49900576
line140	GOTERM_BP_FAT	GO:0016310~phosphorylation	119	12.94885745	0.035633523	MEF2B, ATP6AP2, WNT3A, BMP15, BTK, WNT1, CDKN2A, CLK3, DIRAS3, CTGF, TARDBP, ITPK1, MADD, PKIA, RELT, ARRB2, PSMA3, TESK2, NEK6, FGD2, CAV3, CAV1, FGR, PKHD1, PFKFB1, COX7B, MST1, EPHA10, TRPT1, PSMA7, SDHAF2, CCL4, UHMK1, LIF, HCRTR1, RASAL1, PSMB6, FGA, DCAKD, KLB, TAF7, AK2, CORO1C, TSC1, SFRP1, EPHA8, CD300A, DYRK1B, PTPN1, PIP4K2A, SYNGAP1, MYLK, PPP2R3C, ADAR, RHO, UQCRC2, NRP1, UQCRC1, SEPHS1, TSG101, ZNF675, TERF2IP, LRRC15, ACVR1C, SLK, HSF1, DYNLL1, POU4F2, CDK5RAP3, PSMD5, NR2F2, CDK15, MT3, ANGPT4, TRPM6, COQ9, CDK6, INHA, DGUOK, NDUFC1, GRM1, CDK5, PRKCD, PDCL3, INHBE, PSME2, TXN, WNT9B, PLA2G6, BUB1B, KSR1, KCNH2, SNX15, NDUFB9, ABI3, BRSK2, TRIB1, TNFRSF1A, LRRTM3, RTN4RL2, HRG, CD4, THBS1, HRC, ERCC2, MAK, FLT3, NDUFA6, BIRC7, ILF3, SOD1, CDKN3, PPP1R9A, CD19, SDHD, RASSF2, DUSP8, TSSK6, VLDLR	754	2229	16650	1.178907647	1	0.872230801	50.63432645
line141	GOTERM_BP_FAT	GO:0010959~regulation of metal ion transport	23	2.502720348	0.035866778	CAV3, FXYD2, JPH3, CAV1, ATP1B2, WNT3A, KCNIP2, NTSR1, CCL4, CRHR1, CD84, CD19, P2RX1, ARRB2, P2RX2, PLA2G6, CD4, VAMP2, ASPH, KCNH2, MYLK, HRC, AHNAK	754	322	16650	1.577302008	1	0.871575965	50.86611047
line142	GOTERM_BP_FAT	GO:1903779~regulation of cardiac conduction	8	0.870511425	0.035904137	FXYD2, CAV1, CORIN, ATP1B2, ASPH, TNNI3, KCNJ11, HRC	754	69	16650	2.560258332	1	0.869461257	50.90313768
line143	GOTERM_BP_FAT	GO:1900046~regulation of hemostasis	9	0.979325354	0.035950511	F11, CAV1, FGA, STX2, KLKB1, HRG, STAB2, THBS1, PRKCD	754	84	16650	2.365953013	1	0.867418876	50.94906383
line144	GOTERM_BP_FAT	GO:0030193~regulation of blood coagulation	9	0.979325354	0.035950511	F11, CAV1, FGA, STX2, KLKB1, HRG, STAB2, THBS1, PRKCD	754	84	16650	2.365953013	1	0.867418876	50.94906383
line145	GOTERM_MF_FAT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	25	2.720348205	0.036197065	MEF2B, ZNF675, POU1F1, MEIS2, HAND1, HSF1, BCL11B, POU4F2, CC2D1B, FOXD1, ACTB, ZNF281, AEBP2, ESRRA, RBBP4, RFX5, RELA, NPAS4, FOXP2, MEOX1, SIX1, ZNF713, ZNF431, CUX2, NEUROD6	706	356	15478	1.539572524	1	0.949295179	45.20837919
line146	GOTERM_BP_FAT	GO:0009792~embryo development ending in birth or egg hatching	37	4.026115343	0.036592476	GPR161, ATP6AP2, WNT3A, GNA12, CNOT2, HOXD1, HOXD10, LIF, WNT1, HOXA3, HSF1, HAND1, SPINT2, FOLR1, RSPO3, HOXC5, NR2F2, ITPK1, SEC24D, SCO2, ERCC2, CCNB1IP1, UBE2A, LMX1B, CYP1A1, MMP16, MBNL1, HOXD9, EIF4A3, SFRP1, TSC1, MEOX1, SIX1, WNT9B, EIF4E2, DNAJB6, ADAR	754	583	16650	1.401445009	1	0.869856295	51.58064804
line147	GOTERM_MF_FAT	GO:0005520~insulin-like growth factor binding	5	0.544069641	0.036650445	IGFBPL1, HTRA1, CTGF, IGFALS, CRIM1	706	28	15478	3.914912991	1	0.941699981	45.62746316
line148	GOTERM_BP_FAT	GO:0046826~negative regulation of protein export from nucleus	3	0.326441785	0.036867397	SP100, TXN, CDK5	754	7	16650	9.46381205	1	0.869541933	51.84875741
line149	GOTERM_BP_FAT	GO:0030948~negative regulation of vascular endothelial growth factor receptor signaling pathway	3	0.326441785	0.036867397	MEG3, PTPN1, PDCD6	754	7	16650	9.46381205	1	0.869541933	51.84875741
line150	GOTERM_BP_FAT	GO:0071805~potassium ion transmembrane transport	15	1.632208923	0.036984377	CAV3, FXYD2, KCND3, HPN, CAV1, TRPM5, ATP1B2, KCNIP2, KCNJ11, KCNJ13, KCNK9, KCNQ3, VAMP2, MTMR6, KCNH2	754	182	16650	1.819963856	1	0.868074968	51.96241143
line151	GOTERM_BP_FAT	GO:0071804~cellular potassium ion transport	15	1.632208923	0.036984377	CAV3, FXYD2, KCND3, HPN, CAV1, TRPM5, ATP1B2, KCNIP2, KCNJ11, KCNJ13, KCNK9, KCNQ3, VAMP2, MTMR6, KCNH2	754	182	16650	1.819963856	1	0.868074968	51.96241143
line152	GOTERM_MF_FAT	GO:0031406~carboxylic acid binding	14	1.523394995	0.037021085	PAM, UGT1A9, FOLR2, FOLR1, GRM7, FCN1, ST8SIA3, GRIN3A, ST8SIA2, NOS2, DBH, NR2F2, AARS2, TPH2	706	164	15478	1.871519381	1	0.93359078	45.96782841
line153	GOTERM_MF_FAT	GO:0038024~cargo receptor activity	8	0.870511425	0.037073021	LGALS3BP, HPN, FOLR2, FOLR1, CXCL16, STAB2, TMPRSS13, VLDLR	706	69	15478	2.54185655	1	0.923683029	46.01536181
line154	GOTERM_BP_FAT	GO:0042391~regulation of membrane potential	25	2.720348205	0.037723878	CAV3, KCND3, CAV1, SCN3A, ATP1B2, NRXN1, NPAS4, SLC26A1, SOD1, KCNIP2, NTSR1, KCNJ11, CDK5, HSH2D, EIF4A3, PPP1R9A, KCNQ3, KCNK9, CDKN2A, P2RX1, CUX2, MYH14, KCNH2, SCN4A, PPP2R3C	754	360	16650	1.533488064	1	0.871135394	52.67501884
line155	GOTERM_BP_FAT	GO:0010608~posttranscriptional regulation of gene expression	31	3.373231774	0.038367875	NCBP2, CAV1, RBM3, CNOT2, SYNCRIP, PSMA7, MTIF2, UHMK1, YBX2, PSMB6, MPV17L2, A1CF, EIF3H, TARDBP, PSMD5, THBS1, ACO1, PAIP1, EPRS, ILF3, PRKCD, HNRNPU, EIF4A3, TSC1, PSME2, POLDIP3, PSMA3, ZNF385A, EIF4E2, PTAFR, ADAR	754	472	16650	1.45031583	1	0.873415801	53.28741633
line156	GOTERM_BP_FAT	GO:0043300~regulation of leukocyte degranulation	6	0.652883569	0.039900753	CD84, UNC13D, FGR, CD300A, VAMP2, PTAFR	754	42	16650	3.154604017	1	0.881506411	54.71497894
